customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
QC89139,,F,,452873.74%,90034.0,112.0,1/0/00,Corporate Auto,SUV,537.6
LA14484,,M,,222707.28%,27972.0,61.0,1/0/00,Special Auto,Four-Door Car,292.8
HN57556,,F,,729294.88%,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
CV31235,AZ,M,Bachelors,318435.52%,50989.0,80.0,1/0/00,Corporate Auto,Four-Door Car,255.999709
WR45726,AZ,F,Bachelors,1131520.37%,11885.0,101.0,1/0/00,Special Auto,Four-Door Car,484.8
LB25094,,F,Bachelors,253070.51%,89451.0,63.0,1/0/00,Special Auto,Four-Door Car,61.769564
KW56110,,M,Bachelors,1836155.53%,0.0,182.0,1/0/00,Personal Auto,Luxury Car,1310.4
XO36233,,M,Bachelors,864153.00%,78904.0,109.0,1/0/00,Personal Auto,SUV,250.001424
ZX86243,AZ,M,,327853.19%,70247.0,83.0,1/1/00,Personal Auto,Four-Door Car,141.799422
DW29763,AZ,M,,527198.21%,32653.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6
CT83377,,M,,376363.77%,93595.0,97.0,1/4/00,Special Auto,Four-Door Car,49.797016
OQ90898,,M,,1395556.96%,90279.0,115.0,1/0/00,Personal Auto,SUV,372.175592
GO77248,,F,,500152.75%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,542.14385
QW33258,,M,Bachelors,708283.04%,53310.0,189.0,1/3/00,Personal Auto,Luxury Car,1360.8
OU79745,,M,,761948.28%,0.0,105.0,1/0/00,Personal Auto,Four-Door Car,504.0
VZ79886,,F,Bachelors,1255088.20%,22234.0,160.0,1/0/00,Personal Auto,SUV,768.0
FI92440,,F,,3219660.04%,91375.0,99.0,1/0/00,Personal Auto,Two-Door Car,72.632934
YG85980,,F,,679377.41%,22250.0,86.0,1/0/00,Personal Auto,Two-Door Car,720.601429
QM74621,,M,Bachelors,527231.97%,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,576.0
EI71732,,F,,626534.33%,0.0,84.0,1/1/00,Personal Auto,Four-Door Car,481.025786
VN79010,,F,,854758.61%,51179.0,71.0,1/0/00,Corporate Auto,Four-Door Car,466.176731
FI61723,,M,Bachelors,278742.37%,38667.0,72.0,1/0/00,Personal Auto,Four-Door Car,159.266473
OH55411,,F,,462680.11%,79487.0,114.0,1/0/00,Corporate Auto,SUV,547.2
TF10720,,F,,866336.40%,67763.0,107.0,1/2/00,Personal Auto,Four-Door Car,41.283167
NW30838,,M,,387222.22%,0.0,62.0,1/2/00,Corporate Auto,Four-Door Car,503.808329
CB58476,,F,,517081.15%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,859.599411
WI69346,,F,,896028.02%,71943.0,112.0,1/0/00,Corporate Auto,SUV,305.653785
FS76657,,F,,547183.43%,53526.0,68.0,1/0/00,Personal Auto,Four-Door Car,278.902846
YX89016,,M,,3493100.17%,35005.0,295.0,1/0/00,Personal Auto,Luxury Car,1416.0
PK28821,,M,,262039.23%,24721.0,67.0,1/0/00,Personal Auto,Four-Door Car,139.963594
MB51200,,M,,1906949.95%,0.0,102.0,1/2/00,Personal Auto,Four-Door Car,734.4
XG44587,AZ,M,,575744.23%,88997.0,72.0,1/0/00,Personal Auto,Four-Door Car,174.041566
FG91922,AZ,M,,4022401.36%,48587.0,111.0,1/0/00,Personal Auto,SUV,532.8
OM99303,AZ,F,,270148.83%,76310.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6
RV67546,,M,Bachelors,371243.05%,73205.0,92.0,1/0/00,Personal Auto,Four-Door Car,37.299865
UJ79253,,F,,2185084.00%,51056.0,78.0,1/0/00,Personal Auto,Four-Door Car,95.816516
PN98247,,M,,784016.58%,58414.0,210.0,1/2/00,Personal Auto,Luxury SUV,1008.0
IB67546,,F,Bachelors,823703.79%,23940.0,107.0,1/0/00,Personal Auto,SUV,513.6
OE19087,,F,,224347.39%,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,446.4
CM95716,,M,Bachelors,843446.41%,44216.0,71.0,1/0/00,Personal Auto,Four-Door Car,72.205362
MW62634,,M,,222707.28%,27972.0,61.0,1/0/00,Corporate Auto,Four-Door Car,292.8
QW67581,AZ,F,,517002.60%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
SN16059,,F,,264144.61%,29305.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.2
OE51254,,F,,279068.30%,53882.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
RM42344,,M,,274512.98%,91757.0,69.0,1/1/00,Personal Auto,Four-Door Car,331.2
GB35238,,F,Bachelors,757953.27%,33906.0,64.0,1/0/00,Personal Auto,Two-Door Car,401.592109
ML82674,,M,Bachelors,1097878.03%,68158.0,139.0,1/1/00,Personal Auto,SUV,253.183568
EI85244,,M,,825506.01%,0.0,134.0,1/3/00,Personal Auto,SUV,643.2
DE28132,,M,,474773.46%,42165.0,123.0,1/0/00,Corporate Auto,SUV,799.673766
TV25678,,M,,354090.43%,0.0,101.0,1/0/00,Personal Auto,SUV,727.2
TY26512,,M,,343613.43%,30817.0,88.0,1/0/00,Personal Auto,Four-Door Car,91.834668
OB69153,,M,Bachelors,258218.53%,68074.0,65.0,1/0/00,Personal Auto,Four-Door Car,27.987867
QZ77637,WA,F,,1166509.78%,84978.0,35353.0,1/1/00,Corporate Auto,Four-Door Car,166.77296
XN41715,,F,,739628.37%,71135.0,92.0,1/1/00,Personal Auto,Four-Door Car,270.563995
QR15857,,F,,433079.98%,0.0,61.0,1/0/00,Personal Auto,Two-Door Car,292.8
FL69363,,M,,907576.82%,37722.0,116.0,1/0/00,Personal Auto,Sports Car,158.077504
IS30295,AZ,F,Bachelors,1463545.16%,0.0,139.0,1/0/00,Personal Auto,SUV,667.2
WA25797,WA,M,,856476.82%,95697.0,107.0,1/0/00,Personal Auto,Sports Car,178.006524
NL59519,,F,,1156568.75%,64642.0,96.0,1/0/00,Personal Auto,Four-Door Car,404.265696
ZU93025,,F,,277104.50%,50071.0,71.0,1/0/00,Personal Auto,Two-Door Car,18.918935
DK94262,,M,,850712.88%,46754.0,106.0,1/1/00,Personal Auto,SUV,513.818403
UQ30615,,M,,758211.38%,64801.0,64.0,1/0/00,Corporate Auto,Four-Door Car,268.471802
OR40060,AZ,M,Bachelors,332309.25%,70410.0,83.0,1/0/00,Personal Auto,Four-Door Car,131.828507
DK32872,,F,,523433.17%,66957.0,131.0,1/1/00,Personal Auto,SUV,628.8
FA46418,,F,,2470959.96%,24213.0,78.0,1/1/00,Personal Auto,Four-Door Car,374.4
ER19995,WA,F,,1778627.78%,99790.0,6464.0,1/0/00,Personal Auto,Four-Door Car,178.986788
KI75855,,M,,255122.67%,79751.0,63.0,1/0/00,Personal Auto,Two-Door Car,392.235698
ND41876,AZ,M,,724771.37%,86122.0,182.0,1/1/00,Personal Auto,Luxury SUV,873.6
PN21042,AZ,M,Bachelors,453884.78%,82297.0,116.0,1/0/00,Personal Auto,Sports Car,0.382107
GJ43254,WA,M,,3164210.46%,89057.0,98.0,1/0/00,Corporate Auto,Two-Door Car,187.363583
AL46984,,M,,873042.20%,43259.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
JP58047,,M,,833273.06%,0.0,79.0,1/0/00,Personal Auto,Four-Door Car,379.2
ZE85014,,M,,235774.70%,25064.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6
KU88219,AZ,M,,463716.40%,25816.0,119.0,1/0/00,Personal Auto,Sports Car,571.2
UU98729,,M,Bachelors,535719.27%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.853987
WS82822,,F,,539197.10%,41662.0,69.0,1/0/00,Corporate Auto,Four-Door Car,217.973168
YB49933,AZ,M,Bachelors,369414.05%,96170.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
XC16387,AZ,F,,504041.24%,46072.0,64.0,1/0/00,Personal Auto,Four-Door Car,25.934064
XJ96748,AZ,F,,2749542.19%,37931.0,99.0,1/0/00,Personal Auto,Four-Door Car,475.2
TM98684,,M,,484228.50%,35127.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6
AY18433,WA,F,,2738281.89%,45473.0,76.0,1/0/00,Special Auto,Two-Door Car,188.938397
DM74502,,F,,522710.19%,93087.0,131.0,1/3/00,Corporate Auto,Sports Car,628.8
FT56968,AZ,M,,259009.60%,22398.0,67.0,1/2/00,Personal Auto,Four-Door Car,321.6
OX36896,,M,,1053607.80%,92983.0,87.0,1/1/00,Corporate Auto,Four-Door Car,153.205591
BZ65376,AZ,M,Bachelors,858127.87%,27689.0,239.0,1/2/00,Personal Auto,Luxury SUV,2893.239678
LN34660,,F,,946311.33%,69654.0,118.0,1/0/00,Corporate Auto,SUV,629.532731
JC29295,,F,Bachelors,1344100.64%,80744.0,111.0,1/0/00,Personal Auto,SUV,361.284757
KJ87930,,F,Bachelors,388650.48%,0.0,112.0,1/0/00,Corporate Auto,SUV,1185.988301
XT36360,AZ,F,,678489.37%,0.0,64.0,1/1/00,Personal Auto,Four-Door Car,460.8
IX35050,AZ,M,Bachelors,2359468.02%,76358.0,66.0,1/0/00,Special Auto,Four-Door Car,86.461582
UN97379,,M,Bachelors,253862.63%,18608.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8
MR57294,,M,,563994.20%,73168.0,70.0,1/0/00,Personal Auto,Four-Door Car,425.800112
UG79499,WA,M,Bachelors,1168137.43%,70930.0,99.0,1/0/00,Personal Auto,Four-Door Car,190.43446
UA50747,WA,F,,2599775.00%,62262.0,72.0,1/0/00,Corporate Auto,Four-Door Car,193.505325
GL20444,,F,,1377836.93%,91474.0,113.0,1/0/00,Corporate Auto,Two-Door Car,24.087774
SP58110,,F,Bachelors,492318.17%,61469.0,63.0,1/5/00,Personal Auto,Four-Door Car,302.4
XM91635,AZ,F,,227233.54%,16618.0,62.0,1/0/00,Special Auto,Four-Door Car,219.288706
TV82603,,F,Bachelors,1489539.80%,48081.0,188.0,1/0/00,Personal Auto,Luxury SUV,881.360959
BB82067,,M,,975604.50%,67632.0,121.0,1/0/00,Personal Auto,Sports Car,26.951627
JP94676,,F,Bachelors,942297.41%,34115.0,119.0,1/0/00,Personal Auto,SUV,466.122541
VU53417,AZ,M,,383735.76%,23051.0,99.0,1/0/00,Personal Auto,Two-Door Car,475.2
IW54795,,M,,1095213.19%,23748.0,99.0,1/0/00,Personal Auto,Four-Door Car,607.095655
RN78170,AZ,F,,815913.66%,40589.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.2
IX55883,,F,,1948049.98%,50809.0,83.0,1/0/00,Personal Auto,Four-Door Car,290.381707
XM72420,AZ,F,,391936.67%,66676.0,97.0,1/0/00,Personal Auto,Four-Door Car,558.099357
GC15104,,F,Bachelors,798514.21%,52339.0,70.0,1/3/00,Corporate Auto,Four-Door Car,336.0
RX13282,,M,Bachelors,1216874.49%,14973.0,115.0,1/0/00,Personal Auto,SUV,828.0
QA85890,AZ,F,,584932.15%,0.0,83.0,1/0/00,Corporate Auto,Four-Door Car,540.514115
IR62668,AZ,F,Bachelors,508583.66%,31546.0,65.0,1/0/00,Personal Auto,Four-Door Car,100.049832
AL96740,,F,,290393.98%,67763.0,73.0,1/1/00,Personal Auto,Four-Door Car,59.861963
SS48498,WA,F,,627317.34%,20836.0,79.0,1/0/00,Corporate Auto,Four-Door Car,193.57032
PE39479,WA,M,,1832141.90%,88592.0,76.0,1/0/00,Corporate Auto,Four-Door Car,199.79727
JH62891,,F,,517870.42%,66943.0,65.0,1/1/00,Special Auto,Four-Door Car,53.084753
FI20423,AZ,F,,1402435.84%,81872.0,115.0,1/0/00,Special Auto,Four-Door Car,256.43803
PM13394,WA,F,,530943.59%,22404.0,70.0,1/1/00,Personal Auto,Four-Door Car,211.136067
YV67971,,F,,494980.38%,21342.0,62.0,1/0/00,Personal Auto,Four-Door Car,74.350893
QD31377,,M,Bachelors,859566.53%,34621.0,108.0,1/1/00,Corporate Auto,SUV,621.464468
YG10247,,M,,2295189.20%,62396.0,64.0,1/0/00,Personal Auto,Four-Door Car,307.2
FE73696,,M,,379213.03%,97212.0,93.0,1/0/00,Personal Auto,Two-Door Car,360.05589
SW19699,AZ,F,Bachelors,275574.80%,49648.0,70.0,1/0/00,Personal Auto,Four-Door Car,65.954813
QJ40732,AZ,M,,488033.96%,97984.0,61.0,1/1/00,Personal Auto,Four-Door Car,407.450118
HM76207,,F,,905190.53%,26308.0,114.0,1/0/00,Corporate Auto,SUV,547.2
NT59303,,F,,1011544.62%,63528.0,256.0,1/0/00,Personal Auto,Luxury Car,1228.8
PU41393,,M,,826907.54%,20225.0,114.0,1/1/00,Special Auto,SUV,547.2
QO86948,,M,,807165.30%,0.0,112.0,1/0/00,Personal Auto,SUV,806.4
QN10888,,F,,772699.36%,87620.0,64.0,1/0/00,Personal Auto,Four-Door Car,24.063693
VY19543,,F,Bachelors,831113.59%,0.0,72.0,1/0/00,Corporate Auto,Four-Door Car,311.329282
XC15133,,F,,257402.04%,34990.0,65.0,1/0/00,Personal Auto,Four-Door Car,42.689135
ST43550,,M,Bachelors,572732.71%,99934.0,71.0,1/0/00,Special Auto,Four-Door Car,460.323855
FX36546,WA,M,,367914.21%,60804.0,92.0,1/0/00,Personal Auto,Four-Door Car,213.225001
JX68983,,M,Bachelors,274451.96%,94648.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
HX78576,,F,,563674.03%,24516.0,71.0,1/0/00,Personal Auto,Four-Door Car,300.607591
ZQ11381,AZ,M,Bachelors,1687038.82%,61063.0,85.0,1/0/00,Personal Auto,Four-Door Car,262.504882
ON39271,,M,,273800.20%,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,263.365432
SB18278,,M,Bachelors,464470.05%,0.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.2
ZT30559,,F,,474668.65%,15169.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.4
XI41106,AZ,M,,1687432.82%,55390.0,71.0,1/0/00,Corporate Auto,Two-Door Car,256.268091
ZS88847,,F,Bachelors,238760.61%,27592.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6
RU49126,WA,F,,446533.57%,61846.0,112.0,1/0/00,Personal Auto,SUV,215.8182
KR62797,AZ,F,,459162.59%,83297.0,113.0,1/0/00,Personal Auto,SUV,542.4
ZJ73220,AZ,F,,1309258.58%,0.0,188.0,1/0/00,Special Auto,Luxury Car,1353.6
FY62633,,M,Bachelors,911226.66%,0.0,90.0,1/0/00,Personal Auto,Four-Door Car,432.0
CU36986,,F,,416516.66%,55897.0,104.0,1/0/00,Personal Auto,Four-Door Car,499.2
WZ53904,AZ,M,Bachelors,265998.06%,21297.0,71.0,1/0/00,Personal Auto,Four-Door Car,45.507952
AA71604,AZ,F,,1198659.21%,87560.0,98.0,1/1/00,Personal Auto,Two-Door Car,470.4
TD10493,,F,,289873.27%,0.0,96.0,1/4/00,Personal Auto,Four-Door Car,691.2
LY97989,,F,Bachelors,289424.39%,0.0,85.0,1/0/00,Personal Auto,Four-Door Car,408.0
VX39856,AZ,F,,350045.44%,89398.0,86.0,1/0/00,Personal Auto,Four-Door Car,82.409922
TP51897,,F,,262180.86%,36843.0,68.0,1/3/00,Corporate Auto,Four-Door Car,357.642982
QQ89253,,F,,1022180.50%,0.0,134.0,1/0/00,Personal Auto,SUV,643.2
EI91403,,M,,257827.10%,34946.0,65.0,1/0/00,Personal Auto,Two-Door Car,420.35698
QG15435,AZ,F,,624259.57%,75680.0,78.0,1/0/00,Personal Auto,Four-Door Car,136.787725
FZ55002,,F,,522028.10%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
HX77930,WA,F,,313643.21%,49532.0,79.0,1/1/00,Personal Auto,Four-Door Car,220.186677
UN37063,AZ,M,Bachelors,452536.58%,10269.0,65.0,1/0/00,Personal Auto,Two-Door Car,170.798204
VB87946,,M,,497035.73%,49714.0,63.0,1/3/00,Personal Auto,Four-Door Car,266.165535
AB60627,,M,,1546778.90%,77517.0,129.0,1/0/00,Corporate Auto,SUV,98.921782
TA34903,,M,,583889.92%,81082.0,73.0,1/0/00,Personal Auto,Four-Door Car,281.295903
AQ51368,,F,Bachelors,1065688.20%,72540.0,88.0,1/0/00,Corporate Auto,Two-Door Car,631.743039
NZ26102,,F,,228961.87%,0.0,65.0,1/0/00,Personal Auto,Four-Door Car,468.0
GB45753,,M,,543980.42%,61546.0,68.0,1/0/00,Corporate Auto,Two-Door Car,29.209521
BV79904,,F,,795615.01%,44818.0,67.0,1/1/00,Personal Auto,Two-Door Car,136.883999
OB49075,AZ,M,Bachelors,445811.34%,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0
DS97676,,F,,255505.15%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,518.4
JO63462,,M,Bachelors,330799.90%,79797.0,84.0,1/0/00,Corporate Auto,Two-Door Car,31.755601
NJ10602,WA,F,,845905.32%,92717.0,70.0,1/0/00,Personal Auto,Two-Door Car,224.27582
RS24501,,F,,1335012.09%,28919.0,173.0,1/0/00,Personal Auto,SUV,830.4
VT78274,AZ,M,,493122.13%,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,480.159011
SU56153,,M,Bachelors,777683.52%,63568.0,65.0,1/0/00,Corporate Auto,Two-Door Car,390.792553
MN20737,,F,,255367.22%,73935.0,64.0,1/1/00,Corporate Auto,Four-Door Car,72.071195
KL43114,AZ,F,,487646.97%,0.0,66.0,1/0/00,Corporate Auto,Two-Door Car,316.8
YQ15567,,F,Bachelors,903430.58%,18846.0,115.0,1/0/00,Personal Auto,SUV,552.0
TR88637,AZ,F,,810591.08%,38893.0,103.0,1/0/00,Personal Auto,SUV,41.965252
TC88986,,M,,561968.91%,0.0,153.0,1/0/00,Special Auto,SUV,1027.000029
XX88577,,M,Bachelors,1572713.06%,84824.0,196.0,1/0/00,Corporate Auto,SUV,319.820747
NE49052,,F,,661801.64%,20068.0,86.0,1/0/00,Corporate Auto,Four-Door Car,411.011162
KX17826,,M,,467004.80%,0.0,125.0,1/0/00,Corporate Auto,SUV,600.0
CC91503,AZ,F,,1016936.98%,0.0,135.0,1/0/00,Personal Auto,Sports Car,648.0
WH32183,,M,Bachelors,832307.40%,97245.0,70.0,1/0/00,Personal Auto,Four-Door Car,4.110585
ES90681,,F,,241776.00%,51808.0,61.0,1/1/00,Personal Auto,Four-Door Car,351.149904
DW96592,,M,Bachelors,804487.24%,71391.0,67.0,1/0/00,Personal Auto,Four-Door Car,284.000172
MT23134,,M,,532572.45%,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,496.474767
BM69081,AZ,M,Bachelors,694752.40%,0.0,100.0,1/0/00,Personal Auto,SUV,925.137143
MB90871,,F,,584741.52%,23496.0,77.0,1/0/00,Special Auto,Four-Door Car,13.164097
GT62080,WA,M,,,55561.0,63.0,1/0/00,Personal Auto,Four-Door Car,227.872071
QL77686,,F,,472478.61%,23986.0,119.0,1/0/00,Corporate Auto,SUV,463.335061
ON77827,AZ,F,,279022.80%,22974.0,71.0,1/0/00,Personal Auto,Four-Door Car,180.667969
KP18988,,F,,2153133.28%,0.0,101.0,1/0/00,Personal Auto,Four-Door Car,484.8
TI92884,AZ,M,Bachelors,1262283.27%,61844.0,106.0,1/0/00,Personal Auto,Sports Car,508.8
JH73503,AZ,M,,2017196.15%,24804.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4
YE97964,,F,Bachelors,1646436.59%,27760.0,104.0,1/0/00,Personal Auto,SUV,302.764283
VA30351,,F,,559538.99%,74454.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8
PV55726,,F,,417068.73%,29462.0,107.0,1/1/00,Personal Auto,SUV,513.6
UC88305,AZ,F,,266544.71%,52266.0,68.0,1/0/00,Corporate Auto,Two-Door Car,141.922839
TS53809,,M,Bachelors,709891.41%,0.0,70.0,1/0/00,Personal Auto,Two-Door Car,349.783046
ZV32120,,M,,397134.51%,23599.0,103.0,1/0/00,Corporate Auto,SUV,494.4
FB80807,,M,Bachelors,552821.28%,36088.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
AS55677,,F,,833899.58%,70534.0,104.0,1/0/00,Personal Auto,Four-Door Car,54.065538
WA15684,,M,,3844585.59%,27398.0,125.0,1/1/00,Personal Auto,SUV,600.0
SA50567,,M,Bachelors,544855.52%,85296.0,68.0,1/0/00,Personal Auto,Four-Door Car,342.515136
KJ31611,AZ,M,,1080806.60%,31063.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
VL37375,,M,Bachelors,618509.65%,0.0,92.0,1/0/00,Personal Auto,Two-Door Car,1027.177255
KN21017,,M,,320822.59%,52367.0,81.0,1/0/00,Personal Auto,Four-Door Car,275.989978
PX44289,AZ,M,,548010.41%,58651.0,71.0,1/0/00,Personal Auto,Four-Door Car,472.599683
AM97901,,F,,2298615.39%,84831.0,192.0,1/0/00,Special Auto,Sports Car,1336.931716
RE42925,,M,Bachelors,1310792.59%,49088.0,114.0,1/1/00,Corporate Auto,SUV,547.2
TR81766,,F,,746292.63%,70263.0,93.0,1/0/00,Corporate Auto,Two-Door Car,7.345946
CH85057,,F,,1146399.10%,45354.0,285.0,1/0/00,Personal Auto,Luxury SUV,540.141566
UP71482,AZ,M,,723613.25%,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,383.363758
EG40670,,F,Bachelors,623268.79%,28334.0,83.0,1/0/00,Special Auto,Four-Door Car,537.765151
HV83672,,F,Bachelors,2839332.99%,38772.0,90.0,1/0/00,Personal Auto,Four-Door Car,321.873474
MG10140,,F,,374675.16%,41479.0,94.0,1/1/00,Personal Auto,Two-Door Car,19.575683
TC44716,,M,Bachelors,2156933.73%,23909.0,119.0,1/0/00,Personal Auto,SUV,571.2
QO65264,,M,,501208.37%,48328.0,63.0,1/0/00,Personal Auto,Two-Door Car,108.138715
EB66698,,M,,337185.84%,86689.0,85.0,1/0/00,Corporate Auto,Two-Door Car,408.0
OT52034,,M,Bachelors,386477.68%,24204.0,99.0,1/1/00,Personal Auto,Four-Door Car,707.303416
CH85444,,M,,414571.19%,25943.0,110.0,1/0/00,Corporate Auto,Two-Door Car,1067.333126
PU85769,,M,,515607.27%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,807.947292
UI73201,,M,,366737.50%,62375.0,92.0,1/0/00,Personal Auto,Two-Door Car,618.630955
SL50592,,F,,783568.35%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,404.272806
XP11075,AZ,M,Bachelors,1456726.84%,0.0,148.0,1/0/00,Personal Auto,SUV,710.4
SI31236,,M,Bachelors,1017133.90%,70200.0,65.0,1/0/00,Corporate Auto,Four-Door Car,312.0
JN26745,,F,Bachelors,413577.52%,0.0,112.0,1/0/00,Special Auto,Four-Door Car,707.977614
VK48036,,F,,551149.11%,79027.0,70.0,1/0/00,Corporate Auto,Four-Door Car,336.0
JX76668,WA,F,,1131424.39%,62935.0,141.0,1/0/00,Personal Auto,Sports Car,232.242326
DS45802,,F,,541461.73%,26893.0,68.0,1/0/00,Personal Auto,Four-Door Car,68.226001
OA96690,,F,,742159.35%,47406.0,94.0,1/1/00,Personal Auto,Four-Door Car,287.149807
EM27919,,M,Bachelors,445811.34%,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0
QO41043,,F,,1447612.49%,27572.0,124.0,1/0/00,Corporate Auto,SUV,595.2
OV50124,,F,,493688.84%,0.0,72.0,1/2/00,Personal Auto,Two-Door Car,391.636628
PR31642,,F,Bachelors,452527.65%,32802.0,114.0,1/0/00,Personal Auto,SUV,547.2
BU41599,WA,F,,558176.13%,62739.0,70.0,1/0/00,Personal Auto,Two-Door Car,239.328571
TK30357,,F,Bachelors,1413434.74%,90844.0,118.0,1/0/00,Personal Auto,SUV,232.674417
NF31087,,F,,2472318.31%,44685.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
NH16984,,F,Bachelors,283806.78%,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,336.50961
OS75493,,F,,384848.36%,42589.0,98.0,1/0/00,Corporate Auto,Four-Door Car,470.4
VT63298,,M,Bachelors,1950447.39%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
QS75550,WA,F,,248004.59%,93383.0,62.0,1/0/00,Corporate Auto,Two-Door Car,244.212286
SZ16483,AZ,F,,436137.29%,79583.0,109.0,1/2/00,Personal Auto,Four-Door Car,523.2
VM92311,AZ,F,,252907.75%,89129.0,64.0,1/0/00,Personal Auto,Four-Door Car,328.870868
NJ46849,AZ,M,,250444.48%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,496.8
WZ31900,,F,Bachelors,864970.06%,94389.0,107.0,1/0/00,Corporate Auto,SUV,85.063708
RG30482,,F,,1366835.53%,0.0,197.0,1/0/00,Personal Auto,SUV,1418.4
ZM86949,,F,,2063508.46%,84106.0,64.0,1/0/00,Personal Auto,Two-Door Car,334.408717
QQ39596,AZ,F,,251753.36%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,42.096415
FH51383,,F,,532667.77%,76717.0,66.0,1/0/00,Personal Auto,Two-Door Car,300.528579
BJ53923,AZ,M,,260027.21%,51978.0,66.0,1/0/00,Corporate Auto,Four-Door Car,144.782152
CZ96653,,F,Bachelors,853479.28%,47325.0,107.0,1/0/00,Personal Auto,SUV,64.598216
FB23788,,M,,882883.50%,86721.0,111.0,1/0/00,Corporate Auto,SUV,532.8
NT43594,,F,Bachelors,224844.96%,24910.0,63.0,1/1/00,Personal Auto,Four-Door Car,347.857619
RJ85627,WA,F,Bachelors,1230276.24%,43817.0,62.0,1/1/00,Personal Auto,Four-Door Car,245.447622
KJ86296,,M,,455659.30%,0.0,73.0,1/2/00,Personal Auto,Four-Door Car,525.6
PI47776,,F,Bachelors,253070.51%,89451.0,63.0,1/0/00,Corporate Auto,Four-Door Car,61.769564
MD73554,,M,,525198.40%,59537.0,66.0,1/0/00,Personal Auto,Two-Door Car,316.8
UX92071,,M,,674311.93%,0.0,199.0,1/0/00,Personal Auto,Luxury SUV,955.2
YG44474,,M,,1401472.13%,54193.0,117.0,1/0/00,Corporate Auto,SUV,720.752945
UH45301,,M,,943891.56%,86946.0,118.0,1/0/00,Personal Auto,Four-Door Car,340.656963
RY92647,,F,Bachelors,1050677.17%,0.0,92.0,1/0/00,Personal Auto,Four-Door Car,546.524896
IK12620,AZ,F,,421391.86%,12160.0,109.0,1/0/00,Personal Auto,Four-Door Car,489.411833
GQ66762,,M,,477368.64%,33701.0,63.0,1/0/00,Personal Auto,Four-Door Car,171.325856
YT69858,WA,F,Bachelors,544142.01%,85702.0,67.0,1/0/00,Personal Auto,Two-Door Car,249.085887
XD85577,,M,Bachelors,284226.69%,69417.0,73.0,1/1/00,Personal Auto,Four-Door Car,30.874869
TM65736,,M,,305955.03%,38644.0,78.0,1/1/00,Personal Auto,Four-Door Car,361.455219
VJ51327,,F,,2031499.76%,63209.0,102.0,1/2/00,Personal Auto,SUV,207.320041
GS98873,AZ,F,Bachelors,323912.47%,16061.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.6
CW49887,Cali,F,,462680.11%,79487.0,114.0,1/0/00,Special Auto,SUV,547.2
MY31220,Cali,F,,899704.02%,54230.0,112.0,1/0/00,Personal Auto,Two-Door Car,537.6
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
